,Q1Income,Q1Foodaway,Q1Cereal,Q1Foodhome,Q2Income,Q2Foodaway,Q2Cereal,Q2Foodhome,Q3Income,Q3Foodaway,Q3Cereal,Q3Foodhome,Q4Income,Q4Foodaway,Q4Cereal,Q4Foodhome,Q5Income,Q5Foodaway,Q5Cereal,Q5Foodhome,Year,State
Year,4518.27,40.38,3.48,69.34,25112.86,42.68,2.47,71.13,41365.03,64.11,5.69,125.57,68645.72,72.75,4.9,112.71,147437.22,117.19,5.18,178.88,2000,Arizona
Year,2517.73,28.69,6.82,127.9,27009.89,57.81,10.46,194.8,42008.76,55.12,7.88,169.69,76703.28,76.88,4.98,137.3,131146.15,94.78,5.75,213.53,2000,Alaska
Year,6506.38,38.34,2.05,64.44,22861.23,136.23,16.82,105.37,46468.75,61.59,4.47,69.04,75958.17,66.88,3.43,82.26,205395.2,114.24,1.74,81.41,2000,Alabama
Year,4243.31,38.41,3.64,60.73,24499.22,36.18,3.04,79.68,43509.83,46.51,5.98,102.1,68377.38,49.14,3.58,69.81,129914.9,132.05,7.69,128.44,1999,Wisconsin
Year,3990.17,64.79,6.27,112.96,23708.08,60.41,7.68,115.97,45375.0,72.58,7.27,109.71,64527.36,76.87,9.06,158.87,139168.75,105.05,7.12,160.48,1999,Washington
Year,3298.52,28.82,3.56,67.74,26662.82,286.42,5.48,102.73,41986.3,51.1,7.93,161.66,69911.66,66.93,6.78,120.4,118999.52,105.42,8.19,194.93,1999,Virginia
Year,6272.87,36.24,5.8,72.68,25422.52,35.67,5.48,83.9,41896.25,51.23,6.52,142.25,69044.31,76.7,5.87,87.15,151742.17,51.39,7.73,106.36,1999,Utah
Year,4924.45,32.81,4.98,75.45,24685.36,58.34,5.29,102.65,44206.85,73.43,5.46,118.57,70391.03,98.54,5.37,113.03,169055.38,140.78,7.45,180.59,1999,Texas
Year,1552.47,44.17,3.88,93.26,23417.0,61.76,3.5,54.84,50635.0,22.52,0.0,8.46,,,,,,,,,1999,Tennessee
Year,,,,,,,,,,,,,,,,,,,,,1999,South Dakota
Year,4941.38,22.6,2.64,57.69,24698.09,50.69,7.62,137.49,44960.0,54.69,1.64,49.84,74646.15,77.16,5.33,93.41,,,,,1999,South Carolina
Year,,,,,,,,,,,,,,,,,,,,,1999,Rhode Island
Year,4833.57,35.53,3.97,71.03,23312.57,59.83,4.44,81.48,42122.18,60.32,6.71,118.63,67875.03,80.99,8.33,158.04,170951.86,133.79,6.41,101.24,1999,Pennsylvania
Year,3870.76,31.64,4.39,84.05,23274.84,41.77,4.1,70.2,44967.74,50.69,8.74,138.37,70390.12,74.53,5.09,144.04,127522.17,97.14,5.74,129.53,1999,Oregon
Year,7804.17,34.46,2.06,58.19,24527.5,44.47,5.32,91.93,42014.22,63.3,11.89,94.45,70690.91,59.14,6.31,103.11,272709.0,123.78,0.0,31.04,1999,Oklahoma
Year,3917.68,36.28,3.63,62.24,25202.91,58.92,6.52,81.66,42165.05,55.42,4.66,95.94,69829.45,84.43,7.99,122.16,148458.55,98.35,8.59,130.68,1999,Ohio
Year,2082.88,29.73,2.82,56.57,23704.38,27.94,5.47,85.83,42361.0,10.78,2.73,48.27,69000.0,264.29,3.27,140.21,91000.0,0.0,14.1,180.28,1999,North Carolina
Year,3626.18,36.03,4.89,78.23,25009.38,37.15,6.64,95.87,44092.83,74.17,7.24,122.29,71565.27,166.49,8.92,155.81,147570.79,119.97,6.97,142.39,1999,New York
Year,3566.19,75.55,5.65,92.95,25011.31,87.87,5.83,89.48,44761.07,100.51,9.01,135.36,71359.85,90.79,5.8,136.61,126894.16,152.02,8.94,157.69,1999,New Jersey
Year,549.33,33.55,9.68,158.87,27764.33,72.5,0.0,37.59,47659.0,85.25,17.93,335.08,68633.33,57.66,9.73,66.34,,,,,1999,New Hampshire
Year,3099.64,48.59,3.1,66.7,24114.0,32.43,2.53,55.26,40013.11,21.9,1.97,56.81,80762.0,72.22,6.7,146.76,119351.33,41.4,0.0,81.55,1999,Nevada
Year,5865.59,27.37,3.38,52.51,25596.05,35.26,4.27,65.58,43062.0,57.08,5.16,127.73,69630.0,73.02,9.1,169.09,154326.75,97.93,5.2,149.23,1999,Nebraska
Year,,,,,,,,,,,,,,,,,,,,,1999,Montana
Year,4533.06,50.66,5.47,97.73,24174.18,32.0,2.88,72.78,43759.09,57.79,6.35,98.81,69122.52,68.25,10.05,151.45,139591.5,111.26,5.89,102.64,1999,Missouri
Year,,,,,,,,,,,,,,,,,,,,,1999,Mississippi
Year,3433.51,25.95,4.61,68.74,24760.53,44.9,2.97,81.98,45244.31,70.97,4.05,96.95,70195.31,96.17,4.46,95.65,195817.0,139.41,4.2,135.26,1999,Minnesota
Year,3569.5,48.6,3.83,75.83,25269.73,83.68,5.1,80.07,45649.22,64.45,3.35,95.17,71089.0,96.71,11.8,175.63,131077.75,113.76,4.11,109.59,1999,Michigan
Year,3106.52,46.59,3.65,67.81,23656.89,33.48,5.72,94.42,44410.94,400.8,6.46,92.56,72255.62,99.63,3.7,106.68,169414.33,64.41,10.09,167.9,1999,Massachuse
Year,3781.42,37.36,4.67,71.05,24770.89,61.42,7.16,120.58,40317.44,72.6,3.95,102.76,72890.0,79.57,4.82,100.99,121097.67,120.31,9.16,128.5,1999,Maryland
Year,,,,,,,,,,,,,,,,,,,,,1999,Maine
Year,4364.83,17.09,5.26,72.9,23532.42,18.1,1.15,35.18,40563.64,65.2,6.54,91.27,77066.67,56.53,6.72,97.36,136030.43,79.03,7.99,159.18,1999,Louisiana
Year,3955.47,27.77,3.51,79.85,21268.4,70.47,7.6,113.68,41771.43,70.06,1.74,102.21,70800.0,151.77,2.8,93.75,,,,,1999,Kentucky
Year,2115.87,42.47,1.92,62.09,24554.6,74.85,4.03,93.36,46016.67,42.06,1.72,93.52,61500.0,74.54,5.37,106.67,141125.0,237.29,1.12,55.28,1999,Kansas
Year,,,,,,,,,,,,,,,,,,,,,1999,Iowa
Year,3142.27,43.08,4.46,68.3,24986.42,47.74,3.61,78.05,43494.15,60.01,8.79,130.37,71960.0,115.82,6.52,96.5,102833.33,200.61,3.87,51.8,1999,Indiana
Year,4103.22,41.95,4.58,77.92,24802.05,59.22,2.65,67.37,44761.98,70.12,4.25,89.4,73645.32,88.65,3.66,110.31,142554.33,143.26,3.73,78.22,1999,Illinois
Year,2032.19,47.37,5.24,82.68,24555.56,39.27,8.06,146.48,40100.0,24.01,6.78,86.78,71375.0,34.46,4.26,121.93,130000.0,0.0,54.38,570.91,1999,Idaho
Year,3069.12,25.18,3.77,69.48,24626.84,44.2,4.72,92.39,41037.95,64.24,4.89,111.4,71409.06,88.25,6.93,151.23,154867.8,69.91,3.77,152.59,1999,Hawaii
Year,3470.45,38.93,3.71,62.55,25148.73,61.79,3.31,66.95,44193.81,46.69,7.57,122.53,70905.92,110.43,6.67,89.54,119099.88,107.85,5.12,161.69,1999,Georgia
Year,3195.16,35.09,4.78,73.84,24047.22,44.81,4.08,92.49,42803.52,124.59,7.01,125.14,69070.44,101.46,4.96,110.15,119598.12,108.73,5.99,155.72,1999,Florida
Year,2117.43,48.6,8.26,90.45,18546.0,0.0,1.54,46.57,46833.33,96.85,3.02,98.99,70000.0,41.47,0.81,43.39,110500.0,45.93,4.64,142.25,1999,District of Columbia
Year,3949.2,57.62,3.25,69.76,24566.0,46.78,0.26,73.33,43000.0,80.66,4.55,46.43,71000.0,41.62,7.38,73.18,,,,,1999,Delaware
Year,3587.38,41.36,3.58,67.36,22019.33,46.2,4.61,93.03,39589.69,94.27,7.81,148.7,73922.62,98.49,7.94,164.71,185765.88,82.4,5.44,137.9,1999,Connecticut
Year,1878.77,47.29,5.12,77.51,27244.8,79.64,4.23,51.25,43146.0,80.38,4.41,97.11,69635.48,101.7,7.41,127.48,122654.55,116.25,5.79,87.48,1999,Colorado
Year,3702.55,38.76,4.5,84.12,24658.45,50.25,6.86,94.38,43024.97,63.95,5.38,105.89,69955.04,85.69,7.22,135.63,143730.68,156.16,7.84,143.72,1999,California
Year,,,,,,,,,,,,,,,,,,,,,1999,Arkansas
Year,4225.47,51.66,3.97,68.7,23687.0,45.03,3.57,76.13,43095.18,40.14,3.09,76.29,69956.64,89.72,4.37,92.07,131341.33,113.1,4.66,136.67,1999,Arizona
Year,2681.26,23.92,5.23,109.16,25473.57,77.68,5.36,89.61,43329.86,78.44,6.69,140.14,71249.42,67.22,4.3,119.16,139051.0,102.64,3.46,136.65,1999,Alaska
Year,6425.33,37.08,3.64,73.41,25598.73,64.01,4.18,92.96,40234.0,58.05,6.33,74.72,64085.67,58.7,4.4,90.21,,,,,1999,Alabama
Year,3929.42,37.22,4.04,62.82,24612.33,50.11,5.64,90.94,42496.08,45.44,5.02,103.72,69015.11,54.73,6.34,127.84,210126.9,85.3,9.44,126.37,1998,Wisconsin
Year,4243.15,48.25,5.46,100.02,24513.79,48.01,5.66,84.81,42661.33,60.24,3.61,82.24,70936.0,146.31,8.34,163.46,115163.92,77.66,7.72,108.39,1998,Washington
Year,2691.63,23.13,4.39,78.58,23485.84,36.09,3.31,72.12,42070.35,49.25,6.31,113.75,70262.92,54.39,5.59,140.46,126237.33,90.74,7.4,110.39,1998,Virginia
Year,5785.84,40.18,2.99,45.09,24349.64,32.95,7.14,78.26,45351.17,97.79,10.22,118.76,68810.38,171.2,11.34,271.34,99500.0,24.99,9.24,57.1,1998,Utah
Year,4818.58,49.21,3.72,67.44,23869.16,52.77,3.82,79.96,42913.37,90.39,6.5,129.14,67401.55,87.88,4.8,118.36,129988.27,131.28,7.5,126.85,1998,Texas
Year,4070.17,26.6,2.94,69.95,25836.0,9.93,0.0,36.92,43804.0,27.59,0.0,27.42,55000.0,62.86,0.0,57.41,,,,,1998,Tennessee
Year,,,,,,,,,,,,,,,,,,,,,1998,South Dakota
Year,4850.35,34.7,3.56,62.95,26713.82,33.21,6.2,72.57,43872.6,82.58,4.09,77.46,59750.0,107.38,3.2,79.85,104500.0,77.22,5.55,112.83,1998,South Carolina
Year,,,,,,,,,,,,,,,,,,,,,1998,Rhode Island
Year,4461.58,29.37,3.51,68.47,23750.4,45.4,3.78,82.07,44743.91,50.41,6.95,97.76,67452.5,84.41,6.4,137.11,146406.0,127.74,8.29,127.04,1998,Pennsylvania
Year,5390.93,39.12,2.74,69.58,22745.43,67.26,5.99,113.9,43388.65,65.99,3.98,86.14,70364.19,311.85,9.57,158.22,104945.12,93.57,12.63,221.3,1998,Oregon
Year,4144.73,32.7,4.15,77.32,21848.86,37.44,1.3,84.55,41175.0,53.89,4.11,99.68,65876.67,212.01,8.06,88.42,131908.67,91.24,0.0,20.63,1998,Oklahoma
Year,3622.22,41.55,4.08,71.62,23822.56,58.77,6.53,116.22,42267.68,74.41,4.56,73.8,68132.55,82.89,5.58,126.04,119040.42,119.26,11.58,192.59,1998,Ohio
Year,1577.88,18.89,0.84,29.13,23671.0,122.24,0.5,95.98,46989.0,76.59,3.86,68.49,78750.0,48.9,3.24,34.79,,,,,1998,North Carolina
Year,2768.93,38.86,4.95,81.7,25126.95,61.03,6.65,105.52,42084.74,67.44,4.07,82.81,67779.96,76.47,8.09,154.64,140785.85,206.66,6.41,125.65,1998,New York
Year,3228.59,52.12,4.68,82.1,24345.79,34.74,6.86,92.07,45307.59,70.86,8.18,108.02,71616.41,140.54,5.43,128.79,112732.23,128.75,8.29,107.66,1998,New Jersey
Year,5618.0,18.52,7.11,79.52,29520.25,74.73,7.67,66.58,39468.6,25.54,3.49,58.07,66225.0,54.79,6.67,157.88,97500.0,92.06,11.3,119.46,1998,New Hampshire
Year,4177.5,72.0,3.16,46.83,24909.45,41.73,5.2,70.93,44283.33,37.25,2.88,83.19,66500.0,97.44,1.65,129.2,90000.0,150.75,18.2,135.15,1998,Nevada
Year,5967.33,23.23,2.86,49.76,23684.57,16.02,0.28,55.06,44033.4,64.89,5.34,118.8,67800.38,105.45,1.87,39.45,143680.0,39.06,0.0,85.94,1998,Nebraska
Year,,,,,,,,,,,,,,,,,,,,,1998,Montana
Year,3274.03,39.03,5.34,85.79,26359.79,34.45,5.82,87.34,43734.44,50.78,4.65,127.61,62662.22,69.63,8.21,171.56,115474.11,89.83,5.77,97.65,1998,Missouri
Year,,,,,,,,,,,,,,,,,,,,,1998,Mississippi
Year,6007.35,37.86,2.79,65.56,24635.45,56.29,4.4,83.21,42015.26,73.03,6.94,89.92,67309.83,68.29,4.19,113.88,136988.0,133.61,4.47,152.87,1998,Minnesota
Year,3065.14,33.48,4.02,67.06,24007.28,25.92,4.01,74.16,43769.95,86.89,7.21,113.06,65852.08,85.12,4.09,133.54,138650.0,82.43,5.98,108.0,1998,Michigan
Year,3594.54,34.25,2.52,56.44,25449.54,51.36,1.38,40.92,44667.87,66.57,6.83,87.52,71488.0,111.84,6.71,177.75,108444.44,97.6,6.84,112.9,1998,Massachuse
Year,5002.29,33.44,2.68,49.05,25243.07,25.82,2.55,70.46,43825.86,31.07,5.37,86.11,69782.34,67.34,6.75,118.87,126404.06,94.45,2.26,107.06,1998,Maryland
Year,,,,,,,,,,,,,,,,,,,,,1998,Maine
Year,4680.46,54.58,4.55,101.14,21187.86,33.65,5.62,44.11,43362.89,73.05,2.53,83.02,66812.86,65.08,3.81,135.47,140044.33,46.83,12.18,229.01,1998,Louisiana
Year,2141.44,38.27,2.94,69.66,23972.0,52.03,3.54,88.82,40150.0,89.08,3.59,89.49,60396.0,148.09,8.03,188.3,,,,,1998,Kentucky
Year,2820.88,34.14,4.61,99.29,23333.33,53.65,3.65,163.2,42661.0,95.51,7.96,169.24,70669.67,56.4,3.02,94.44,113375.0,108.01,4.65,132.68,1998,Kansas
Year,,,,,,,,,,,,,,,,,,,,,1998,Iowa
Year,5157.93,27.67,4.97,70.82,24610.75,39.62,6.92,84.21,42805.27,26.64,6.18,123.81,65000.0,75.64,6.33,106.37,152666.67,54.68,4.75,62.65,1998,Indiana
Year,4237.62,71.38,4.92,92.95,23711.57,43.08,2.88,76.46,43592.0,44.5,4.76,89.83,67684.33,74.15,4.35,124.69,118881.2,53.67,4.98,92.38,1998,Illinois
Year,1691.5,29.96,4.05,74.3,24250.0,62.84,1.87,63.68,47900.0,34.42,0.0,78.39,65900.67,62.38,3.96,120.79,,,,,1998,Idaho
Year,5884.88,135.52,2.64,64.18,24385.5,48.69,4.49,116.48,41805.45,67.28,8.33,88.34,72203.64,122.23,11.62,234.44,128262.0,188.58,8.94,142.06,1998,Hawaii
Year,2399.34,32.77,3.31,61.88,24320.2,44.26,3.04,83.53,40063.06,64.57,5.4,101.03,69170.67,99.44,7.32,129.98,106500.0,107.5,3.19,97.91,1998,Georgia
Year,3978.07,33.7,3.53,65.75,24027.42,50.02,4.2,80.08,41624.19,50.22,5.85,113.44,72900.07,65.05,9.17,152.05,141285.73,123.64,4.39,122.01,1998,Florida
Year,3471.12,11.47,2.6,59.69,,,,,,,,,67000.0,182.01,0.0,134.33,,,,,1998,District of Columbia
Year,2517.33,37.61,5.88,42.57,28750.0,23.42,3.78,44.04,48000.0,0.0,0.0,10.78,74000.0,71.45,4.6,95.61,,,,,1998,Delaware
Year,5359.38,49.22,2.59,78.41,22166.0,65.12,5.04,106.02,43777.94,66.24,5.58,135.19,70061.8,77.68,5.97,84.13,132000.0,331.75,20.91,249.13,1998,Connecticut
Year,3779.69,32.23,3.25,60.39,23740.0,52.63,4.85,88.04,45424.67,70.35,5.18,89.22,68258.33,74.5,8.84,124.41,118000.0,138.87,3.27,103.62,1998,Colorado
Year,4594.35,37.93,4.22,81.1,23648.21,48.34,4.18,87.35,42208.13,66.53,7.29,134.9,68920.65,83.78,6.74,110.78,129190.02,134.08,9.08,146.08,1998,California
Year,,,,,,,,,,,,,,,,,,,,,1998,Arkansas
Year,6421.62,35.34,4.32,72.6,22355.25,19.84,2.44,57.17,43984.87,56.32,2.87,67.32,68168.75,98.04,3.75,84.89,109696.1,158.26,3.63,77.81,1998,Arizona
Year,3327.05,22.49,6.3,105.93,24611.47,52.12,6.03,92.94,48094.38,86.21,6.71,98.11,65559.56,81.75,5.14,182.6,135187.27,74.59,5.69,141.67,1998,Alaska
Year,5147.59,28.28,3.96,63.38,24502.21,64.5,4.1,56.87,36888.0,38.36,4.38,102.85,61163.33,71.08,2.53,125.04,122750.0,251.68,18.95,92.46,1998,Alabama
Year,5365.17,21.11,3.19,58.51,22647.7,33.56,7.17,128.44,42671.57,40.63,3.32,76.75,69642.26,76.98,7.26,127.99,115424.43,125.4,8.95,150.43,1997,Wisconsin
Year,4134.61,38.74,3.49,73.17,24276.62,37.45,4.41,90.23,41921.38,46.29,5.13,125.42,67931.12,58.08,9.94,182.38,159112.5,93.86,7.46,145.21,1997,Washington
Year,1953.53,41.47,5.18,99.22,24226.4,35.28,4.07,94.9,39731.33,58.01,4.63,99.42,62589.31,67.23,7.14,125.87,147143.07,65.04,6.05,91.75,1997,Virginia
Year,5498.31,37.09,3.92,38.15,26516.75,58.33,6.32,97.52,43366.0,44.8,8.87,157.44,70358.57,88.15,17.16,211.5,106829.88,63.19,8.66,161.66,1997,Utah
Year,5922.52,32.99,4.44,77.86,24286.57,44.9,4.36,87.55,42931.84,55.17,5.52,97.61,67135.65,76.78,5.84,102.49,135808.9,84.82,6.83,115.24,1997,Texas
Year,4459.69,47.46,2.58,50.06,22500.0,49.14,6.96,88.06,45519.5,54.34,3.96,46.61,66750.0,9.68,0.0,23.44,169899.0,203.78,3.37,321.43,1997,Tennessee
Year,,,,,,,,,,,,,,,,,,,,,1997,South Dakota
Year,5790.68,39.96,4.56,80.09,23201.14,42.25,5.82,104.77,43948.89,41.41,5.29,107.96,61586.18,63.69,8.27,139.65,,,,,1997,South Carolina
Year,,,,,,,,,,,,,,,,,,,,,1997,Rhode Island
Year,4933.53,116.38,4.33,70.05,24527.43,45.2,4.95,73.84,42718.86,46.06,4.43,80.43,63349.0,63.5,7.07,118.01,118988.88,128.83,6.31,133.5,1997,Pennsylvania
Year,4511.18,31.13,3.63,85.58,23885.62,37.71,6.9,106.4,42882.42,66.34,8.15,116.35,64933.33,69.4,7.77,133.13,121184.8,92.84,7.04,148.44,1997,Oregon
Year,6641.72,29.34,3.87,75.67,24250.8,27.09,1.97,44.98,41060.0,63.91,16.91,154.96,54172.0,57.26,4.87,83.35,,,,,1997,Oklahoma
Year,4343.97,33.77,4.34,73.36,23540.66,32.95,4.5,113.61,41440.3,57.35,5.64,88.17,67945.57,91.01,4.16,94.93,118188.19,114.08,7.32,121.6,1997,Ohio
Year,2385.91,37.96,2.94,73.46,,,,,38120.0,33.09,0.67,26.72,77000.0,51.33,24.51,174.28,125899.0,6.74,30.46,425.19,1997,North Carolina
Year,3668.96,32.8,5.04,85.63,23759.32,61.97,4.88,96.64,43233.6,71.64,10.49,140.02,66670.56,97.08,10.79,171.14,134165.13,113.49,8.85,142.52,1997,New York
Year,4032.41,59.38,6.13,113.24,24237.07,66.0,8.8,132.6,41722.83,56.7,11.73,123.28,70601.8,110.6,9.53,126.02,126484.44,171.11,6.98,149.23,1997,New Jersey
Year,7691.2,44.17,4.46,40.1,,,,,45000.0,35.88,6.01,79.61,68333.33,26.07,3.59,57.65,145899.0,70.91,1.52,133.51,1997,New Hampshire
Year,6637.14,28.32,5.72,64.65,23555.89,54.38,7.96,99.32,44022.5,59.17,3.78,172.01,63482.62,139.88,18.82,185.99,200027.67,61.98,14.66,119.17,1997,Nevada
Year,4168.56,40.11,3.56,46.35,25149.82,37.44,8.38,68.74,40432.44,56.79,3.97,69.25,65939.0,117.32,4.54,54.95,105299.8,48.96,5.02,89.9,1997,Nebraska
Year,,,,,,,,,,,,,,,,,,,,,1997,Montana
Year,3223.71,39.0,4.99,95.9,23618.67,50.12,2.1,62.68,41923.53,71.69,5.76,79.35,68286.57,125.02,6.2,171.42,131849.0,102.04,6.46,174.62,1997,Missouri
Year,,,,,,,,,,,,,,,,,,,,,1997,Mississippi
Year,6490.58,27.12,7.12,84.95,23671.46,27.11,2.24,78.23,43284.12,46.39,6.97,122.77,68331.76,74.69,7.98,113.53,125319.38,70.23,14.0,148.43,1997,Minnesota
Year,3952.09,33.31,3.4,61.2,21592.11,48.33,4.81,119.88,40757.81,63.97,1.83,76.62,68328.11,90.34,6.17,83.67,119971.47,76.23,9.19,178.04,1997,Michigan
Year,3103.88,31.55,3.65,53.01,23423.0,44.89,1.59,60.68,45318.71,47.63,6.01,105.29,73170.46,50.03,7.79,142.16,129049.5,97.61,2.89,53.22,1997,Massachuse
Year,4434.76,33.97,4.95,73.49,24989.82,37.73,3.25,89.53,41336.43,48.26,5.95,152.1,65944.18,62.55,8.23,127.04,145148.67,119.42,10.68,175.58,1997,Maryland
Year,,,,,,,,,,,,,,,,,,,,,1997,Maine
Year,4293.31,38.03,7.93,131.41,24871.67,34.2,5.12,108.97,37960.4,78.31,8.77,120.54,67285.71,63.98,15.25,192.94,118868.4,66.62,5.09,82.56,1997,Louisiana
Year,6410.24,38.85,4.79,74.13,23296.0,38.28,3.54,112.12,40450.89,96.08,10.54,162.35,68282.86,42.04,3.36,101.82,153866.75,60.97,4.22,78.52,1997,Kentucky
Year,5649.85,46.75,6.3,74.0,22766.67,40.68,0.0,10.97,40056.0,26.9,6.32,79.24,64014.29,49.03,6.76,82.4,158182.88,242.05,8.65,150.04,1997,Kansas
Year,,,,,,,,,,,,,,,,,,,,,1997,Iowa
Year,5142.51,31.02,6.79,77.43,23727.45,26.37,2.99,57.32,38336.36,66.62,13.85,118.87,64243.33,43.74,4.37,86.98,113559.6,107.74,3.22,152.63,1997,Indiana
Year,5077.15,37.61,4.08,71.67,24360.49,40.72,3.83,76.95,41415.93,69.59,7.61,126.02,68768.0,66.2,4.68,110.85,107268.53,81.79,6.38,97.73,1997,Illinois
Year,3572.91,26.52,2.9,56.2,27420.0,46.83,2.71,62.82,45301.6,53.6,5.52,100.17,77000.0,112.88,0.0,136.23,106949.5,48.43,1.17,36.8,1997,Idaho
Year,5409.56,29.83,4.58,98.08,25735.57,59.99,3.38,85.96,41302.83,50.18,5.89,192.63,68919.5,103.4,6.78,137.91,159046.22,89.72,4.25,89.54,1997,Hawaii
Year,2243.78,38.7,4.68,76.37,25211.9,36.26,2.74,58.16,42960.93,47.3,7.08,79.99,62373.2,106.44,5.5,111.6,164199.29,100.81,3.5,77.27,1997,Georgia
Year,4092.46,36.28,4.18,91.28,23930.36,43.39,4.35,83.2,41353.72,36.48,4.98,100.54,68784.17,64.4,4.25,100.43,114481.94,122.99,6.54,134.82,1997,Florida
Year,1496.09,21.65,0.65,16.91,31034.0,61.16,3.94,71.72,43125.0,48.3,4.15,53.17,57094.0,81.96,2.64,95.24,,,,,1997,District of Columbia
Year,0.0,17.74,17.44,96.84,23501.33,51.6,2.92,43.47,39333.33,43.8,2.15,98.25,70400.0,34.44,4.23,48.4,,,,,1997,Delaware
Year,4644.48,27.22,3.51,73.91,25088.5,34.98,3.32,76.09,42787.33,58.44,5.04,88.46,64159.13,63.9,6.58,92.55,119378.25,30.12,6.08,180.73,1997,Connecticut
Year,3060.84,23.54,2.01,41.38,25899.9,25.32,3.69,64.18,41886.06,68.05,4.76,85.06,68640.0,59.85,7.35,117.84,150716.36,123.2,4.91,186.53,1997,Colorado
Year,4253.09,33.19,5.43,90.58,23935.98,42.72,5.49,97.8,42003.1,52.91,6.46,89.69,67660.1,86.95,5.61,129.81,133710.12,103.3,6.72,129.68,1997,California
Year,,,,,,,,,,,,,,,,,,,,,1997,Arkansas
Year,4533.41,25.54,4.47,72.25,23191.15,44.33,8.58,99.25,39550.0,61.34,3.41,126.14,62757.64,68.43,5.72,72.49,122127.86,153.93,6.74,129.27,1997,Arizona
Year,2328.76,38.46,9.79,152.78,27070.8,16.77,2.1,89.52,41167.24,53.32,5.25,81.42,67666.73,113.54,5.63,187.56,108274.27,65.26,11.57,180.65,1997,Alaska
Year,4917.66,42.87,3.14,58.71,24587.36,60.92,3.3,77.29,42053.9,54.07,4.54,90.03,58732.4,45.18,5.58,84.07,94000.0,102.96,0.0,181.1,1997,Alabama
